subject,split,trial_id,task,sequence_length,movement_mean,movement_std,movement_max,movement_min,movement_median,movement_cv,movement_kurtosis,scanpath_length,gaze_dispersion,center_distance_mean,center_distance_std,center_distance_max,gaze_velocity_mean,gaze_velocity_std,gaze_velocity_max,fixation_mean_duration,fixation_max_duration,fixation_count,hull_area
sub-016,test,0,listening,9,0.22484543367129498,1.1206463343952808,-0.06050647585402498,-0.02314441503991528,-0.03866505344537326,-0.05260476516913361,-0.7919878352718721,0.8902716592484472,1.4756809560987125,1.785681145943618,2.1216246679815196,0.1148904478080938,3.229328579296967,4.792745213040905,2.8566912956895942,-0.1443574755257373,-0.27869380093428275,-0.2712421324261498,-0.6504091364637451
sub-016,test,1,listening,13,-0.15727755429550075,-0.25641220411850607,0.09825742342277631,-0.02263735317773696,-0.02292406981117052,-0.43303490865791827,0.27467570815149533,-0.2601392501388489,-0.6971470599555863,2.528390897834039,-0.9551330102647997,0.1173431190321922,-0.25046008517243806,-0.46689795401825185,-0.6176253195650118,-0.2653446378387963,-0.27869380093428275,-0.5305441121860488,-0.7655910121223145
sub-016,test,2,listening,5,-0.10634529185778874,-0.13278191060131211,0.15349520075519132,-0.02257081757806846,-0.043534739370117745,-0.4791876227457646,-0.13384317485162361,-0.330924081734168,-0.7109403938077137,2.5289278603111143,-0.955712515412668,0.11965955150778453,-0.23799018047224654,-0.45438599190985257,-0.5979915426149573,-0.352033117984642,-0.4038287541889687,-0.8569867831337787,-0.8084494607447931
sub-016,test,3,memory,5,0.20389391912679,0.9626783610701252,0.5407168036420479,-0.022655735259777716,0.01456567947320774,-0.15986392011859335,-0.7535816017850633,0.1471521207732444,0.24561687546704655,2.387398789997868,0.5571985209953771,0.5292587479823622,1.2865245404668373,2.8351188635710827,3.5399728901859313,-0.059149281691558954,-0.27869380093428275,-0.8454108018944976,-0.23097822874588272
sub-016,test,4,memory,9,1.3724678344267505,2.1643744307177086,0.3383134501029142,-0.020266307607903152,0.10124492984208949,-1.1278781982009078,-0.8289795544136916,0.09947629440878304,2.3641294357089513,1.9380715047345933,2.2365745546879645,1.1115961254926263,2.825484669781774,4.47914312067155,3.2581444710020793,0.4166888008650326,-0.15355884767959688,-1.3084500514657458,0.005391571852319827
sub-016,test,5,memory,9,1.3352229984566153,1.7811240456385309,1.0630132106661097,-0.016715492429118024,0.08773882525091746,-1.2546922254930264,-0.8261150213084105,0.9970503472893479,1.8058159914522873,-0.28821701935081845,2.4315102117520424,1.127317122045213,1.2559909457951488,1.1546715019859273,0.5375778427726516,0.5766117863953502,-0.02842389442491098,-1.1047127816543967,1.4243418696308676
sub-016,test,6,memory,5,0.2775571318919912,0.9832527099792685,0.3726665780191798,-0.019956815661291465,0.010200733438938526,-0.3871664268085776,-0.7681042360316072,0.08416071900351177,0.5211263908538741,-0.9894476239335817,1.0013501225925987,0.7669818272623894,1.182923053572533,2.6659344096642092,2.943385424202994,0.3893727289160916,-0.27869380093428275,-1.012104931740147,0.3510890130406918
sub-016,test,7,memory,13,1.182429738724072,2.499875850978488,1.2366126469306662,-0.02271059582336093,-0.0057709904904866775,-0.8394899231333095,-0.8319423891991498,3.1300272750340863,2.3919487171512412,0.6613189456975923,3.635110781383527,0.5990877145706329,10.663997951972478,8.631350144023504,3.5679098383577212,0.06991059991959354,-0.27869380093428275,-0.4240450847846617,2.3115524880638874
sub-016,test,8,memory,5,1.445338119888008,2.8167151450329992,1.0320066398610865,-0.018033854182825722,-0.06921066028097775,-0.9313336038868901,-0.8383143822397123,1.2222302775630867,0.3448948972093361,2.014326023107105,1.0534060878194478,0.24757320238102218,20.33769461736146,11.709813341893087,2.973604456722979,-0.1887666101445492,-0.4038287541889687,-1.0074745392444344,0.3863697106787356
sub-016,test,9,memory,9,-0.06702821447718364,0.34334727358650774,0.5639773006358755,-0.02254915110553018,-0.08230213141984788,0.4083546472782905,-0.6133931280180118,-0.5539149445857897,3.2720655816950677,1.1139017429255733,0.5655911576648052,-0.22777192641659572,-0.2744066620899148,-0.4675874732698212,-0.617751579319732,0.6119540394813422,-0.15355884767959688,-1.3524387801750144,-0.17375262867735372
sub-016,test,10,memory,13,0.8430175186584972,0.7311061310421447,-0.8337756858787103,0.0859965255810911,0.4434619442824669,-1.4239383532475944,-0.819546639823742,-0.6282307049216843,-0.3552089672072202,-1.1818915957153113,-0.3009128411867568,-1.6601391345091718,-0.10829547908094547,-0.4569385241637996,-0.6177134624744961,-0.5679662412570226,-0.5289637074436545,-1.472828985063539,-1.0292839364730033
sub-016,test,11,memory,5,-0.3347825480907529,-0.7627966911890751,-1.8315060026792893,-0.02285002811914504,-0.1295508243319755,-1.5332028982883388,-0.839064718476304,-0.6469641754779332,-1.1363598295031145,1.116358266737891,-1.315318039351724,-1.0836214059318987,-0.28573621307394426,-0.4702280119962497,-0.6190658031343025,0.1387239803616782,-0.4038287541889687,-1.4566226113285452,-1.0296578965214251
sub-016,test,12,memory,13,-0.024256759718599804,0.5825909931183536,1.0916953242194734,-0.021547065330041013,-0.11984252572315011,0.5486300175944391,-0.5488754409024633,-0.5742034143253635,2.007663881421186,2.363685866366409,0.08263198355746292,0.31844979263220263,-0.2779480877270715,-0.46801934583523935,-0.6184114260449084,-0.22247324402121418,-0.4038287541889687,-1.377905938901433,-0.6485924126399728
